,mac_hash,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0003ae8541d0e925fcee242287e2ad27,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
1,00078611037990f7f36b722f22595fe7,1,-0.39159397555251696,3.0428110800909356,-0.09133371427118825,-0.39159397555251696,-0.39159397555251696,-0.12469596552466922,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
2,000ce31739b333d931813de403156844,3,-0.15805821677815018,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,0.6176141248652823,3.0428110800909356,-0.39159397555251696,0.5675707479850608,3.0428110800909356,-0.39159397555251696,-0.39159397555251696
3,0027240b2aeb1f7f3c053c073cafb452,4,-0.39159397555251696,1.059663953973905,-0.39159397555251696,3.0428110800909356,1.22647521024131,3.0428110800909356,-0.19142046803163115,1.7352495418568947,0.25062936107699163,0.47582455703798815,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,3.0428110800909356
4,0028a89964416dc9a8a66cc7fe25ef4e,4,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,1.2514968986814206,3.0428110800909356,-0.2998477846054443,3.0428110800909356,3.0428110800909356,-0.39159397555251696
5,002ccce0dc6384e91e6aaa988b542c45,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
6,00414318025c30f1360225ad736aa298,4,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,3.0428110800909356,3.0428110800909356,1.7602712302970054,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,1.57677884840286,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696
7,0041999224addbf0753762647ac2166b,4,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,0.29233217514384285,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,0.36739724046417505,0.45080286859787744,3.0428110800909356,3.0428110800909356,-0.39159397555251696
8,0044e62541626e25e041b4baf3daea4c,4,-0.39159397555251696,1.268178024308161,-0.39159397555251696,1.1347290192942372,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,1.610141099656341,-0.39159397555251696,3.0428110800909356
9,004c76bfe9f7b20f3651e0bcbd8eee9e,1,0.8761715720797598,0.3757378032775453,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,0.8761715720797598,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
10,0052939102fb0acda914e30b560a5900,1,-0.39159397555251696,1.434989280575566,-0.39159397555251696,-0.27482609616533354,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,0.10883979324969754,0.10883979324969754,-0.39159397555251696,0.0587964163694761,-0.39159397555251696
11,00605a68f5fe01ee37e7fb6169fdbc5c,2,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.358231724299036,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
12,007776e9906aba0186587d85895a472a,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
13,00782214b7ce1c28fd9d2a9347c0520f,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
14,0084303d531091816387956ea26b86eb,1,-0.39159397555251696,1.3849459036953444,1.5100543458958982,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,3.0428110800909356,3.0428110800909356,-0.39159397555251696,0.47582455703798815,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
15,00849ab004fe31d8d3a4b3f4bb794d7b,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
16,00872a1ee635c2619454350b96b94103,4,-0.39159397555251696,1.2431563358680504,3.0428110800909356,-0.39159397555251696,3.0428110800909356,-0.37491284992577645,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,3.0428110800909356,1.0846856424140159,1.5017137830825278
17,009ed7f547cd586aa527b4279ab83865,4,-0.39159397555251696,0.7510631298792061,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.07465258864444776,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
18,009ffac82074ad8a904f8cb013961a26,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
19,00a08e2039c67dd7bbfa373f2272d6e3,4,-0.39159397555251696,0.3590566776508048,3.0428110800909356,3.0428110800909356,-0.39159397555251696,0.36739724046417505,-0.39159397555251696,3.0428110800909356,0.4841651198513584,3.0428110800909356,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696
20,00a14fde66b960acfe68cbc5e4767760,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
21,00a34489ef77938ff589232653ed7ceb,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
22,00a5f69fc7719ba29c7b202f292dbafb,4,-0.39159397555251696,-0.39159397555251696,0.12552091887643804,-0.358231724299036,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.37491284992577645,-0.0412903373909668,-0.324869473045555,1.5851194112162303,-0.21644215647174186,3.0428110800909356,1.6852061649766732
23,00aa4cabe93e17d451b66c6a4246918f,3,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,1.810314607177227,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,0.575911310798431,1.5267354715226387,-0.39159397555251696,-0.39159397555251696
24,00ad41313f1f637e079c1a9d9a857d12,4,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696
25,00ad53a97548b2d68c245ba69e4fdab1,1,-0.39159397555251696,1.1430695821076076,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
26,00ae6f72c55d7da93e755e56ba48524a,1,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,0.3590566776508048,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
27,00ba5cbc6d0d89e840d737ec7e25ae60,4,-0.39159397555251696,3.0428110800909356,1.3766053408819743,0.36739724046417505,-0.24980440772522283,-0.39159397555251696,-0.39159397555251696,-0.3332100358589253,-0.07465258864444776,-0.39159397555251696,-0.39159397555251696,0.2589699238903619,-0.39159397555251696,-0.39159397555251696
28,00bc9a98c1485d65f22703298881d429,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
29,00c120ed38fd2fc71715632ceb7ccd77,3,3.0428110800909356,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.26648553335196334,-0.39159397555251696,-0.1830799052182609,-0.39159397555251696,-0.39159397555251696,0.01709360230262489,0.16722373294328924,-0.39159397555251696
30,00d6415c1ec66cb7a541d4dcc5087e4c,2,-0.39159397555251696,0.5342084967315799,3.0428110800909356,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,0.7510631298792061,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
31,00d731da04d92d76b0922c244eeb84fd,4,-0.39159397555251696,-0.39159397555251696,0.41744061734439647,1.1931129589878289,-0.1663987795915204,-0.39159397555251696,-0.39159397555251696,1.5267354715226387,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
32,00da476467db35ada3951ab287a96c28,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
33,00dc1e322aa503da8f4e168332f0066c,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
34,00ece6786035f402b16db48912b98f8b,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
35,00f08aa7233716d875c973ae2a4e1899,4,-0.39159397555251696,1.0346422655337943,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,1.5934599740296005,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,0.5008462454780989,3.0428110800909356,3.0428110800909356,-0.39159397555251696
36,00f59f5250a31a7f06cc56760c0de76f,4,-0.39159397555251696,0.7010197529989847,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
37,00f6779772c5f0bb17afb379d5166717,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
38,00fe80a0fa5e033bcd3ebc318bfa5f42,3,3.0428110800909356,1.1347290192942372,3.0428110800909356,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,0.3256944263973238,0.5008462454780989,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
39,01014203cd795cc044bc7a106eb2f7fc,2,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
40,010485e64a877f45ba2743e327bfdcd1,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
41,0110f0c58f5a6297b3669c3d9ec5111c,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,3.0428110800909356
42,0124e328182ebf6f140e8f9b1e00e7ea,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
43,012d4923bf7b3366ce6fd9687474bc21,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.3832534127391467,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
44,013455bcda41eadc9144bbf51fc904da,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
45,01498d02b3bd7208df36fec1953b1071,1,0.2589699238903619,0.41744061734439647,1.443329843388936,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
46,015690abe5846ec4e56a96e0dd25f81e,4,-0.39159397555251696,0.5925924364251716,-0.39159397555251696,0.8261281951995383,-0.19976103084500138,-0.05797146301770728,-0.39159397555251696,-0.3332100358589253,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.3832534127391467
47,015d6751c15cca77d10e15cd3c20f98d,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
48,015ecba49d134ad9b742db1f89e33014,4,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,0.5675707479850608,0.917874386146611,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
49,016e38343ff8c957381a3167243b190e,4,-0.39159397555251696,3.0428110800909356,0.31735386358395357,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,0.917874386146611,0.36739724046417505,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696
50,016fdc2321fcb9a55a1bd62f2ca85ef6,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
51,0172676e4af15077fb48fb35de52e451,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
52,0180e5f9efa13d111fd417e82d807760,0,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696
53,018e5ee8237f28af5925ac9c52ea923a,1,-0.39159397555251696,3.0428110800909356,3.0428110800909356,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,3.0428110800909356,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,-0.39159397555251696,3.0428110800909356
