mac_hash,C0,C1,C2,C3,C4
b882f1d44602a25349a08f4a0af32977,0.9703797698020935,0.01511656679213047,0.01397685892879963,0.0004812603001482785,4.5604476326843724e-05
86e644b498922f3a2fd0e6e1a1525de3,1.911769504658878e-05,1.0116540352100856e-06,3.045604302087668e-08,3.446377263571776e-07,0.9999796152114868
691662b04ee08015062d901a4c5628b1,0.9998306035995483,6.172879511723295e-05,5.640859671984799e-05,1.5064233593875542e-05,3.621588257374242e-05
52b5c510a28774237f4f118764c2ed6f,0.0042378962971270084,0.9906216859817505,0.00019075455202255398,0.00015826917660888284,0.004791487008333206
9f3c995e53d109f532056b6eae29a0b5,0.00011835931945824996,0.5460364818572998,0.4530971944332123,0.0005296335439197719,0.0002182962780352682
5241b01118d3dd0b018715f71cee0036,0.9971342086791992,0.00016690859047230333,0.002370329573750496,3.764851498999633e-05,0.00029081074171699584
4ba186bd8012ea7b74efc45630f6a94a,0.9997134804725647,5.4063453717390075e-05,0.00011252456897636876,4.478121263673529e-05,7.521072257077321e-05
0dd5a6d2e08d00018f4b96bb89fcdb15,0.9997767806053162,3.540183388395235e-05,0.00013334226969163865,8.33758804219542e-06,4.613523560692556e-05
3a5f1c99e77e4f3b04404912981c4440,0.00010407171794213355,1.409457809131709e-06,0.0009469311335124075,3.047396421607118e-05,0.9989171028137207
2bcd2e3dadd474b0e5bb83e24f7dfac0,0.9996402263641357,0.0001210872214869596,0.00015105823695193976,2.157642666134052e-05,6.599050539080054e-05
3b81a6a8483a95bcaebe48acce44a59d,1.507261458755238e-05,2.594400939415209e-05,1.4853207176201977e-05,0.9991273283958435,0.000816734042018652
eda93f0c0725f14e3bb5814384ab4420,4.900341446045786e-05,1.1529278935995535e-06,4.038972110720351e-05,1.0019013643614016e-05,0.9998993873596191
ba2c59645a5128f42bd43c1098e1df00,1.2608829820237588e-05,2.333262273168657e-06,0.0009257664205506444,0.02166939154267311,0.9773898720741272
3760d76d8e0d457d32d60722f005dfdb,3.682798342197202e-05,1.4629196698479063e-07,0.0010642933193594217,2.542933725635521e-05,0.9988732933998108
2c07f2b57767c30a43391173a8faf71c,0.996650755405426,0.00024292343005072325,0.0030943378806114197,7.460233746314771e-07,1.1339208867866546e-05
134aec67ce6580f2705f28a1f47e7e3e,0.9940966367721558,0.0011090805055573583,0.003785033244639635,1.4515361726807896e-05,0.0009947892976924777
93089932b8beb89ca895b3d64b5d8c6a,0.007547369692474604,0.9880937933921814,8.568086195737123e-05,0.00016465771477669477,0.00410844013094902
4eaa4f4ca751fadd20ddca36afa4ad2c,4.450541382539086e-05,0.00012506195344030857,1.991365024878178e-06,0.9983416795730591,0.0014866885030642152
49a0757d2583357ede2e5a0f0f94af22,3.362515053595416e-05,0.9998745918273926,8.139829151332378e-05,7.895485396147706e-06,2.5170618300762726e-06
b8ca2b978b31c662326faf76bcafb3c8,0.0013106217375025153,0.2544443607330322,0.01792682148516178,0.00023325787333305925,0.7260850071907043
d5a5eb6446e334c92994e48b70afaf3d,0.9998565912246704,4.2307525291107595e-05,7.678817200940102e-05,6.344752364384476e-06,1.795203388610389e-05
74ed0477f40c6e40d4b24a8efea4d3f2,0.9992817044258118,0.0003122646303381771,0.00022233507479541004,5.004789272788912e-05,0.00013372220564633608
66b1501989c999e147f6552deb3a7c59,2.963598853966687e-05,0.9988754391670227,0.0010925551177933812,1.3892472452425864e-06,8.972186833489104e-07
5a2a858f9df883ebcf4e43ddd64fd45e,6.363439752021804e-05,1.108103333535837e-05,4.1933180909836665e-06,1.0891545571212191e-05,0.9999102354049683
74a38476866fca55f559ceeed10be81b,0.9998306035995483,6.172879511723295e-05,5.640859671984799e-05,1.5064233593875542e-05,3.621588257374242e-05
fd34dced91f2f08e51647bb2aae831be,2.1309084331733175e-05,0.00048077196697704494,3.452807504800148e-05,0.9992461204528809,0.0002172573294956237
8696572be7a2eb61df1c5b5032b6e48a,0.0005865940474905074,0.8558298349380493,0.012357879430055618,0.00037722685374319553,0.1308484673500061
0b198ac3745d24080c70050a95de7c95,0.00033247433020733297,0.010333923622965813,0.9643176794052124,6.988588575040922e-05,0.02494598925113678
ab3fcadce8caa6630b8c8eb352adcde3,9.677962225396186e-05,1.1234048542974051e-05,0.00016265928570646793,3.1303188734455034e-05,0.9996980428695679
2110efa5f2ff2e028e46acde1fbd2663,0.000427783204941079,4.7573368647135794e-05,0.0037082736380398273,3.398097032913938e-05,0.9957823753356934
5889fbf0a7938cf3ff438bec1c6d95d9,1.777325337570801e-06,8.330748642038088e-06,5.3466892495634966e-06,0.9998964071273804,8.806550613371655e-05
3712fe6327e3c7a5c4d62107d6904565,0.00043189740972593427,0.9977695941925049,9.757387306308374e-05,9.385506928083487e-06,0.0016915726009756327
6b1543e234c7b5dc88ab762dab69feba,0.9997767806053162,3.540183388395235e-05,0.00013334226969163865,8.33758804219542e-06,4.613523560692556e-05
3e315fa1aab15f23959282560578338b,0.00019588807481341064,1.6743893866077997e-05,0.0071513657458126545,0.055942028760910034,0.9366940855979919
b7fe48466aef81de992974d4b1cc48c4,8.120082929963246e-05,0.9992771744728088,0.0005321154021658003,6.718586519127712e-05,4.2295629100408405e-05
d8a5b6f1c19293d6a2d2e4c47e350e87,0.9996402263641357,0.0001210872214869596,0.00015105823695193976,2.157642666134052e-05,6.599050539080054e-05
ed29667cf749ab5b64bb55ea8d625891,0.9996521472930908,0.00010718381963670254,0.00015059557335916907,3.1137555197346956e-05,5.882404002477415e-05
992e14d2863935ffa46acbd2c9ff40a3,0.9991495609283447,0.00027719789068214595,0.0004388190573081374,3.021464726771228e-05,0.00010417836165288463
a82c12d06065803852ae17b1dfc68f08,0.9995784163475037,0.0001695855607977137,0.00014961535634938627,2.812887032632716e-05,7.418352470267564e-05
aa05450c86724bc7a5cb538ffa17a76d,0.0005884976708330214,2.8844569897046313e-06,0.006269477307796478,0.0011991449864581227,0.9919399619102478
7e1dae9135cb11bbc64cf128991545a2,5.0942042435053736e-05,2.788442543533165e-07,6.414314702851698e-05,9.175831655738875e-05,0.9997929930686951
fad5a4dba349caa50ed3727e7cd2011e,1.1147969871672103e-06,1.271101882593939e-05,3.7798054108861834e-07,0.999666690826416,0.0003191293799318373
34205efc2655e187afbf79031a7e6130,8.618343599664513e-06,0.9999548196792603,3.601921343943104e-05,3.416190565985744e-07,2.0687839707989042e-07
dd087a31eb97f3cce6630bcc71076ebc,0.00035125750582665205,0.9582606554031372,0.04127197712659836,7.390006066998467e-05,4.223922951496206e-05
b0edbd34e65b16d49c9534519db0114e,0.000994012109003961,0.0711803212761879,0.0034719703253358603,0.9164494276046753,0.007904349826276302
0c4771a5b661fa2441479f82b042ae34,0.9996402263641357,0.0001210872214869596,0.00015105823695193976,2.157642666134052e-05,6.599050539080054e-05
400312e12bdecbdcc930cb3a82b9949d,0.9995513558387756,9.688205318525434e-05,0.0002478073292877525,1.1865025044244248e-05,9.198423504130915e-05
bdfd2bcac2fb5c1aaee51f2ee86f31f5,0.001936655375175178,0.00013966728874947876,0.0001596852671355009,0.00024435072555206716,0.9975196719169617
77358bbddf0fb4c2930c2f9b184078b6,1.0294044159309124e-06,0.9999822378158569,1.5574860299238935e-05,1.1366759053998976e-06,1.8921278766015348e-08
61ec5b99983c4ef66b9f3ad2adee20de,1.2197840078442823e-05,3.200685387128033e-05,6.367890819092281e-07,0.9997761845588684,0.0001788803347153589
d8f5e46a28bf1fe6874a407b64491c52,8.385416549572255e-06,1.808302113204263e-05,9.359271643916145e-05,3.464496330707334e-05,0.9998453855514526
3a245970de63674a728acf265960c667,8.675897697685286e-05,4.662057835957967e-05,2.7438559300208e-06,0.9995597004890442,0.00030413336935453117
5d700a722e580ae81cc91ecec426eaf8,1.8712060409598053e-05,4.2018178646685556e-05,2.931860763055738e-06,4.0560567867942154e-05,0.9998956918716431
4da13e9adee0d075aae022f4c9f27a57,0.9991901516914368,0.0005542716244235635,5.294410220813006e-05,0.00011102550342911854,9.174628939945251e-05
291514ec40b65a85989278156454924a,0.9998045563697815,5.129236160428263e-05,0.00010316911357222125,6.095624485169537e-06,3.487302819848992e-05
59dd123318ef94a6a2500c96704ea12b,1.981040259124711e-05,9.154058716376312e-06,0.000129305524751544,3.0207344025257044e-05,0.999811589717865
cd26e16cb61f980b96194d64167cfc80,2.7682755899149925e-05,4.8211461489700014e-08,2.395448973402381e-06,5.645437340717763e-06,0.9999642372131348
af4db378c421e9121510c952662e9d5a,0.00015085897757671773,0.00014498201198875904,0.27100321650505066,0.5346592664718628,0.1940416544675827
82e97317dc5df3027e885b8654c9ea93,2.6837044515559683e-06,2.1525185729842633e-05,0.9999517202377319,1.7648637822276214e-06,2.2310065105557442e-05
0cd1066f2d91038ea26600c01e1830ab,0.9991495609283447,0.00027719789068214595,0.0004388190573081374,3.021464726771228e-05,0.00010417836165288463
ac441e67b682b24708bac752db6d2216,0.9975411891937256,0.002353827701881528,9.406873869011179e-05,1.2379827012409805e-06,9.809734365262557e-06
175b611aeb3965731c4bb6fec458f104,0.9991495609283447,0.00027719789068214595,0.0004388190573081374,3.021464726771228e-05,0.00010417836165288463
afd60f3fe65f154696bba4f2b3638c0b,0.0001744769688230008,4.7580172690686595e-07,1.9654959032777697e-05,1.0224990546703339e-05,0.999795138835907
938bd8afaa9ebe0e491d2e1eafe978bb,0.9996402263641357,0.0001210872214869596,0.00015105823695193976,2.157642666134052e-05,6.599050539080054e-05
54961afe28aa44a007a9b36af2fe9b19,0.00031375244725495577,2.9994735086802393e-06,0.0006993694114498794,9.760239663592074e-06,0.998974084854126
a8dc62ba63e086fbc606572c5d0aad03,0.9992458820343018,0.0002757085603661835,0.0003053545078728348,4.1548591980244964e-05,0.00013159224181436002
ad2188a7046e5e6db3e44e477bae07d3,0.9995032548904419,0.0001154566925833933,0.00021726205886807293,3.3663123758742586e-05,0.00013040032354183495
9b8e9f35cd370229d67f0df5051aa205,0.00010436746379127726,0.9988319277763367,0.0010511603904888034,1.1576616998354439e-05,9.57855718297651e-07
fad3e76129a4307686ab07b9c47a922a,0.9991495609283447,0.00027719789068214595,0.0004388190573081374,3.021464726771228e-05,0.00010417836165288463
6630ae31dbbfaedc83e9510559d0f533,0.9996190071105957,0.00013528003182727844,0.00019057940517086536,1.0622165973472875e-05,4.459139745449647e-05
9b68317b4743e7cf5cf5e9128013dff5,0.9998306035995483,6.172879511723295e-05,5.640859671984799e-05,1.5064233593875542e-05,3.621588257374242e-05
8480e0df428c0a317784dd0a68d28ae9,0.9999501705169678,1.583865741849877e-05,2.6447567506693304e-05,4.116622221772559e-06,3.473211108939722e-06
112042cff4b8fb0b096dcb1cbe8d4858,0.9999687671661377,1.4130512681731489e-05,5.488420811161632e-06,7.06807031747303e-06,4.495009761740221e-06
41b092210709faf89727b1ea9dc0a5f5,0.9996904134750366,0.00011823347449535504,0.00016363638860639185,5.553095888899406e-06,2.222477996838279e-05
4016290a1409a254b02762ecf19217b3,9.604085062164813e-05,0.00019576100748963654,7.035456519588479e-07,0.9995263814926147,0.00018108560470864177
672c7a95910ff56f481e64a089b63910,3.817325705313124e-05,3.910331258794031e-08,0.0003222182276658714,4.98761328344699e-05,0.999589741230011
b7e26d55af181f986106fb538d09ab64,3.645912875072099e-05,1.1712252501183684e-07,1.110093762690667e-05,1.3686327292816713e-05,0.9999386072158813
7faca9be6fc38b37ab0d2f200f59ba38,0.000514927611220628,1.9287348550278693e-05,1.0936648777715163e-06,3.561348876246484e-06,0.9994611144065857
4e05ad3636435a47f9e0da2dde47f2e5,0.9997919201850891,2.546872383391019e-05,0.00016483622312080115,6.76901754559367e-06,1.1068981621065177e-05
616ac02814adde0f8d85d4bc8f52f82e,5.079913080408005e-06,2.5273606297560036e-05,1.3567542964665336e-06,0.9996497631072998,0.0003185344103258103
8e87ad63b36f71839496d103b675027c,0.011130014434456825,0.026867149397730827,0.842165470123291,0.10428162664175034,0.015555765479803085
a8fa51432350e51b808cc9b55f0d166f,2.0208197383908555e-05,0.0036004981957376003,1.560009195600287e-06,0.9936821460723877,0.002695654518902302
c760db2404fcc64f885fa786dc9fd9fc,0.00011013845505658537,0.06770836561918259,0.9278074502944946,0.001787106622941792,0.002586967311799526
5f170fec1abfd21e9d14bb858a90f1f8,0.9991495609283447,0.00027719789068214595,0.0004388190573081374,3.021464726771228e-05,0.00010417836165288463
7812d6633bf7452f2bed0a369547c258,4.795875065610744e-05,0.9941171407699585,0.00016972378944046795,0.0007314594113267958,0.0049337223172187805
